"","Country","date","cumulative_number_of_deaths","cumulative_number_of_cases","Cumulative_number_of_tests","tests_cum_weekly"
"2582","Region of the Americas (AMR)",2022-07-10,2034373,123955321,1165676474,1165676474
"2583","Region of the Americas (AMR)",2022-07-11,2034373,123955321,1165676474,1165676474
"2584","Region of the Americas (AMR)",2022-07-12,2034373,123955321,1165676474,1165676474
"2585","Region of the Americas (AMR)",2022-07-13,2034373,123955321,1165676474,1165676474
"2586","Region of the Americas (AMR)",2022-07-14,2034373,123955321,1165676474,1165676474
"2587","Region of the Americas (AMR)",2022-07-15,2034373,123955321,1165676474,1165676474
"2588","Region of the Americas (AMR)",2022-07-16,2034373,123955321,1165676474,1165676474
"2589","Region of the Americas (AMR)",2022-07-17,2034373,123955321,1165676474,1165676474
"2590","Region of the Americas (AMR)",2022-07-18,2034373,123955321,1165676474,1165676474
"2591","Region of the Americas (AMR)",2022-07-19,2034373,123955321,1165676474,1165676474
"2592","Region of the Americas (AMR)",2022-07-20,2034373,123955321,1165676474,1165676474
"2593","Region of the Americas (AMR)",2022-07-21,2034373,123955321,1165676474,1165676474
"2594","Region of the Americas (AMR)",2022-07-22,2034373,123955321,1165676474,1165676474
"2595","Region of the Americas (AMR)",2022-07-23,2034373,123955321,1165676474,1165676474
"2596","Region of the Americas (AMR)",2022-07-24,2034373,123955321,1165676474,1165676474
"2597","Region of the Americas (AMR)",2022-07-25,2034373,123955321,1165676474,1165676474
"2598","Region of the Americas (AMR)",2022-07-26,2034373,123955321,1165676474,1165676474
"2599","Region of the Americas (AMR)",2022-07-27,2034373,123955321,1165676474,1165676474
"2600","Region of the Americas (AMR)",2022-07-28,2034373,123955321,1165676474,1165676474
"2601","Region of the Americas (AMR)",2022-07-29,2034373,123955321,1165676474,1165676474
"2602","Region of the Americas (AMR)",2022-07-30,2034373,123955321,1165676474,1165676474
"2603","Region of the Americas (AMR)",2022-07-31,2034373,123955321,1165676474,1165676474
"2604","Region of the Americas (AMR)",2022-08-01,2034373,123955321,1165676474,1165676474
"2605","Region of the Americas (AMR)",2022-08-02,2034373,123955321,1165676474,1165676474
"2606","Region of the Americas (AMR)",2022-08-03,2034373,123955321,1165676474,1165676474
"2607","Region of the Americas (AMR)",2022-08-04,2034373,123955321,1165676474,1165676474
"2608","Region of the Americas (AMR)",2022-08-05,2034373,123955321,1165676474,1165676474
"2609","Region of the Americas (AMR)",2022-08-06,2034373,123955321,1165676474,1165676474
"2610","Region of the Americas (AMR)",2022-08-07,2034373,123955321,1165676474,1165676474
"2611","Region of the Americas (AMR)",2022-08-08,2034373,123955321,1165676474,1165676474
"2612","Region of the Americas (AMR)",2022-08-09,2034373,123955321,1165676474,1165676474
"2613","Region of the Americas (AMR)",2022-08-10,2034373,123955321,1165676474,1165676474
"2614","Region of the Americas (AMR)",2022-08-11,2034373,123955321,1165676474,1165676474
"2615","Region of the Americas (AMR)",2022-08-12,2034373,123955321,1165676474,1165676474
"2616","Region of the Americas (AMR)",2022-08-13,2034373,123955321,1165676474,1165676474
"2617","Region of the Americas (AMR)",2022-08-14,2034373,123955321,1165676474,1165676474
"2618","Region of the Americas (AMR)",2022-08-15,2034373,123955321,1165676474,1165676474
"2619","Region of the Americas (AMR)",2022-08-16,2034373,123955321,1165676474,1165676474
"2620","Region of the Americas (AMR)",2022-08-17,2034373,123955321,1165676474,1165676474
"2621","Region of the Americas (AMR)",2022-08-18,2034373,123955321,1165676474,1165676474
"2622","Region of the Americas (AMR)",2022-08-19,2034373,123955321,1165676474,1165676474
"2623","Region of the Americas (AMR)",2022-08-20,2034373,123955321,1165676474,1165676474
"2624","Region of the Americas (AMR)",2022-08-21,2034373,123955321,1165676474,1165676474
"2625","Region of the Americas (AMR)",2022-08-22,2034373,123955321,1165676474,1165676474
"2626","Region of the Americas (AMR)",2022-08-23,2034373,123955321,1165676474,1165676474
"2627","Region of the Americas (AMR)",2022-08-24,2034373,123955321,1165676474,1165676474
"2628","Region of the Americas (AMR)",2022-08-25,2034373,123955321,1165676474,1165676474
"2629","Region of the Americas (AMR)",2022-08-26,2034373,123955321,1165676474,1165676474
"2630","Region of the Americas (AMR)",2022-08-27,2034373,123955321,1165676474,1165676474
"2631","Region of the Americas (AMR)",2022-08-28,2034373,123955321,1165676474,1165676474
"2632","Region of the Americas (AMR)",2022-08-29,2034373,123955321,1165676474,1165676474
"2633","Region of the Americas (AMR)",2022-08-30,2034373,123955321,1165676474,1165676474
"2634","Region of the Americas (AMR)",2022-08-31,2034373,123955321,1165676474,1165676474
"2635","Region of the Americas (AMR)",2022-09-01,2034373,123955321,1165676474,1165676474
"2636","Region of the Americas (AMR)",2022-09-02,2034373,123955321,1165676474,1165676474
"2637","Region of the Americas (AMR)",2022-09-03,2034373,123955321,1165676474,1165676474
"2638","Region of the Americas (AMR)",2022-09-04,2034373,123955321,1165676474,1165676474
"2639","Region of the Americas (AMR)",2022-09-05,2034373,123955321,1165676474,1165676474
"2640","Region of the Americas (AMR)",2022-09-06,2034373,123955321,1165676474,1165676474
"2641","Region of the Americas (AMR)",2022-09-07,2034373,123955321,1165676474,1165676474
"2642","Region of the Americas (AMR)",2022-09-08,2034373,123955321,1165676474,1165676474
"2643","Region of the Americas (AMR)",2022-09-09,2034373,123955321,1165676474,1165676474
"2644","Region of the Americas (AMR)",2022-09-10,2034373,123955321,1165676474,1165676474
"2645","Region of the Americas (AMR)",2022-09-11,2034373,123955321,1165676474,1165676474
"2646","Region of the Americas (AMR)",2022-09-12,2034373,123955321,1165676474,1165676474
"2647","Region of the Americas (AMR)",2022-09-13,2034373,123955321,1165676474,1165676474
"2648","Region of the Americas (AMR)",2022-09-14,2034373,123955321,1165676474,1165676474
"2649","Region of the Americas (AMR)",2022-09-15,2034373,123955321,1165676474,1165676474
"2650","Region of the Americas (AMR)",2022-09-16,2034373,123955321,1165676474,1165676474
"2651","Region of the Americas (AMR)",2022-09-17,2034373,123955321,1165676474,1165676474
"2652","Region of the Americas (AMR)",2022-09-18,2034373,123955321,1165676474,1165676474
"2653","Region of the Americas (AMR)",2022-09-19,2034373,123955321,1165676474,1165676474
"2654","Region of the Americas (AMR)",2022-09-20,2034373,123955321,1165676474,1165676474
"2655","Region of the Americas (AMR)",2022-09-21,2034373,123955321,1165676474,1165676474
"2656","Region of the Americas (AMR)",2022-09-22,2034373,123955321,1165676474,1165676474
"2657","Region of the Americas (AMR)",2022-09-23,2034373,123955321,1165676474,1165676474
"2658","Region of the Americas (AMR)",2022-09-24,2034373,123955321,1165676474,1165676474
"2659","Region of the Americas (AMR)",2022-09-25,2034373,123955321,1165676474,1165676474
"2660","Region of the Americas (AMR)",2022-09-26,2034373,123955321,1165676474,1165676474
"2661","Region of the Americas (AMR)",2022-09-27,2034373,123955321,1165676474,1165676474
"2662","Region of the Americas (AMR)",2022-09-28,2034373,123955321,1165676474,1165676474
"2663","Region of the Americas (AMR)",2022-09-29,2034373,123955321,1165676474,1165676474
"2664","Region of the Americas (AMR)",2022-09-30,2034373,123955321,1165676474,1165676474
"2665","Region of the Americas (AMR)",2022-10-01,2034373,123955321,1165676474,1165676474
"2666","Region of the Americas (AMR)",2022-10-02,2034373,123955321,1165676474,1165676474
"2667","Region of the Americas (AMR)",2022-10-03,2034373,123955321,1165676474,1165676474
"2668","Region of the Americas (AMR)",2022-10-04,2034373,123955321,1165676474,1165676474
"2669","Region of the Americas (AMR)",2022-10-05,2034373,123955321,1165676474,1165676474
"2670","Region of the Americas (AMR)",2022-10-06,2034373,123955321,1165676474,1165676474
"2671","Region of the Americas (AMR)",2022-10-07,2034373,123955321,1165676474,1165676474
"2672","Region of the Americas (AMR)",2022-10-08,2034373,123955321,1165676474,1165676474
"2673","Region of the Americas (AMR)",2022-10-09,2034373,123955321,1165676474,1165676474
"2674","Region of the Americas (AMR)",2022-10-10,2034373,123955321,1165676474,1165676474
"2675","Region of the Americas (AMR)",2022-10-11,2034373,123955321,1165676474,1165676474
"2676","Region of the Americas (AMR)",2022-10-12,2034373,123955321,1165676474,1165676474
"2677","Region of the Americas (AMR)",2022-10-13,2034373,123955321,1165676474,1165676474
"2678","Region of the Americas (AMR)",2022-10-14,2034373,123955321,1165676474,1165676474
"2679","Region of the Americas (AMR)",2022-10-15,2034373,123955321,1165676474,1165676474
"2680","Region of the Americas (AMR)",2022-10-16,2034373,123955321,1165676474,1165676474
"2681","Region of the Americas (AMR)",2022-10-17,2034373,123955321,1165676474,1165676474
"2682","Region of the Americas (AMR)",2022-10-18,2034373,123955321,1165676474,1165676474
"2683","Region of the Americas (AMR)",2022-10-19,2034373,123955321,1165676474,1165676474
"2684","Region of the Americas (AMR)",2022-10-20,2034373,123955321,1165676474,1165676474
"2685","Region of the Americas (AMR)",2022-10-21,2034373,123955321,1165676474,1165676474
"2686","Region of the Americas (AMR)",2022-10-22,2034373,123955321,1165676474,1165676474
"2687","Region of the Americas (AMR)",2022-10-23,2034373,123955321,1165676474,1165676474
"2688","Region of the Americas (AMR)",2022-10-24,2034373,123955321,1165676474,1165676474
"2689","Region of the Americas (AMR)",2022-10-25,2034373,123955321,1165676474,1165676474
"2690","Region of the Americas (AMR)",2022-10-26,2034373,123955321,1165676474,1165676474
"2691","Region of the Americas (AMR)",2022-10-27,2034373,123955321,1165676474,1165676474
"2692","Region of the Americas (AMR)",2022-10-28,2034373,123955321,1165676474,1165676474
"2693","Region of the Americas (AMR)",2022-10-29,2034373,123955321,1165676474,1165676474
"2694","Region of the Americas (AMR)",2022-10-30,2034373,123955321,1165676474,1165676474
"2695","Region of the Americas (AMR)",2022-10-31,2034373,123955321,1165676474,1165676474
"2696","Region of the Americas (AMR)",2022-11-01,2034373,123955321,1165676474,1165676474
"2697","Region of the Americas (AMR)",2022-11-02,2034373,123955321,1165676474,1165676474
"2698","Region of the Americas (AMR)",2022-11-03,2034373,123955321,1165676474,1165676474
"2699","Region of the Americas (AMR)",2022-11-04,2034373,123955321,1165676474,1165676474
"2700","Region of the Americas (AMR)",2022-11-05,2034373,123955321,1165676474,1165676474
"2701","Region of the Americas (AMR)",2022-11-06,2034373,123955321,1165676474,1165676474
"2702","Region of the Americas (AMR)",2022-11-07,2034373,123955321,1165676474,1165676474
"2703","Region of the Americas (AMR)",2022-11-08,2034373,123955321,1165676474,1165676474
"2704","Region of the Americas (AMR)",2022-11-09,2034373,123955321,1165676474,1165676474
"2705","Region of the Americas (AMR)",2022-11-10,2034373,123955321,1165676474,1165676474
"2706","Region of the Americas (AMR)",2022-11-11,2034373,123955321,1165676474,1165676474
"2707","Region of the Americas (AMR)",2022-11-12,2034373,123955321,1165676474,1165676474
"2708","Region of the Americas (AMR)",2022-11-13,2034373,123955321,1165676474,1165676474
"2709","Region of the Americas (AMR)",2022-11-14,2034373,123955321,1165676474,1165676474
"2710","Region of the Americas (AMR)",2022-11-15,2034373,123955321,1165676474,1165676474
"2711","Region of the Americas (AMR)",2022-11-16,2034373,123955321,1165676474,1165676474
"2712","Region of the Americas (AMR)",2022-11-17,2034373,123955321,1165676474,1165676474
"2713","Region of the Americas (AMR)",2022-11-18,2034373,123955321,1165676474,1165676474
"2714","Region of the Americas (AMR)",2022-11-19,2034373,123955321,1165676474,1165676474
"2715","Region of the Americas (AMR)",2022-11-20,2034373,123955321,1165676474,1165676474
"2716","Region of the Americas (AMR)",2022-11-21,2034373,123955321,1165676474,1165676474
"2717","Region of the Americas (AMR)",2022-11-22,2034373,123955321,1165676474,1165676474
"2718","Region of the Americas (AMR)",2022-11-23,2034373,123955321,1165676474,1165676474
"2719","Region of the Americas (AMR)",2022-11-24,2034373,123955321,1165676474,1165676474
"2720","Region of the Americas (AMR)",2022-11-25,2034373,123955321,1165676474,1165676474
"2721","Region of the Americas (AMR)",2022-11-26,2034373,123955321,1165676474,1165676474
"2722","Region of the Americas (AMR)",2022-11-27,2034373,123955321,1165676474,1165676474
"2723","Region of the Americas (AMR)",2022-11-28,2034373,123955321,1165676474,1165676474
"2724","Region of the Americas (AMR)",2022-11-29,2034373,123955321,1165676474,1165676474
"2725","Region of the Americas (AMR)",2022-11-30,2034373,123955321,1165676474,1165676474
"2726","Region of the Americas (AMR)",2022-12-01,2034373,123955321,1165676474,1165676474
"2727","Region of the Americas (AMR)",2022-12-02,2034373,123955321,1165676474,1165676474
"2728","Region of the Americas (AMR)",2022-12-03,2034373,123955321,1165676474,1165676474
"2729","Region of the Americas (AMR)",2022-12-04,2034373,123955321,1165676474,1165676474
"2730","Region of the Americas (AMR)",2022-12-05,2034373,123955321,1165676474,1165676474
"2731","Region of the Americas (AMR)",2022-12-06,2034373,123955321,1165676474,1165676474
"2732","Region of the Americas (AMR)",2022-12-07,2034373,123955321,1165676474,1165676474
"2733","Region of the Americas (AMR)",2022-12-08,2034373,123955321,1165676474,1165676474
"2734","Region of the Americas (AMR)",2022-12-09,2034373,123955321,1165676474,1165676474
"2735","Region of the Americas (AMR)",2022-12-10,2034373,123955321,1165676474,1165676474
"2736","Region of the Americas (AMR)",2022-12-11,2034373,123955321,1165676474,1165676474
"2737","Region of the Americas (AMR)",2022-12-12,2034373,123955321,1165676474,1165676474
"2738","Region of the Americas (AMR)",2022-12-13,2034373,123955321,1165676474,1165676474
"2739","Region of the Americas (AMR)",2022-12-14,2034373,123955321,1165676474,1165676474
"2740","Region of the Americas (AMR)",2022-12-15,2034373,123955321,1165676474,1165676474
"2741","Region of the Americas (AMR)",2022-12-16,2034373,123955321,1165676474,1165676474
"2742","Region of the Americas (AMR)",2022-12-17,2034373,123955321,1165676474,1165676474
"2743","Region of the Americas (AMR)",2022-12-18,2034373,123955321,1165676474,1165676474
"2744","Region of the Americas (AMR)",2022-12-19,2034373,123955321,1165676474,1165676474
